"source_path","title","knowledge_action","knowledge_target","knowledge_type","knowledge_roles","provider_scope","canonical_source","current_status","requires_manual_review","reason","content_hash","reviewed_at"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/01_全体像・CORE責務.md","To-Be: 全体像・CORE責務","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/01_全体像・CORE責務.md","current_target","yes","実装済みと構想を分離してPublic roadmapへ再構成する","241519a37836d84cbe7f1facde2ccc4d403e0e83877730d14d55029ff192754a","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/02_Agent_Profile・Autonomy.md","To-Be: Agent Profile・Autonomy","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/02_Agent_Profile・Autonomy.md","current_target","yes","実装済みと構想を分離してPublic roadmapへ再構成する","174a641fb6ca1b2bdc0aa2af88ff73dd7702235dbcab7797ea81e2622dfdcf55","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/03_Advisor_Layer.md","To-Be: Advisor Layer","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/03_Advisor_Layer.md","current_target","yes","実装済みと構想を分離してPublic roadmapへ再構成する","4ad450b8ce00325313028d6bac73574cad697cab2bac3bcab7bd9e2c31998f1a","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/04_Knowledge_Relation・Recall.md","To-Be: Knowledge Relation・Recall","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/04_Knowledge_Relation・Recall.md","current_target","yes","実装済みと構想を分離してPublic roadmapへ再構成する","437eeb859b0d4489de35693b67c1510deff57466cd10f2aea4f4032d1723ac8f","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/05_Economic_Objective・Revenue.md","To-Be: Economic Objective・Revenue","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/05_Economic_Objective・Revenue.md","current_target","yes","実装済みと構想を分離してPublic roadmapへ再構成する","c463611302c1ca0b5fe4d3769f35b166f4563d36d03e043982099c2cdd8a0bf9","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/06_GPT_OSS・Runtime_Flow.md","To-Be: GPT-OSS・Runtime Flow","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/06_GPT_OSS・Runtime_Flow.md","current_target","yes","実装済みと構想を分離してPublic roadmapへ再構成する","1407253afd6f54356eaea70b35ba36689c57749bba123d5d9ea22e00fea1f8b5","2026-07-15"
"docs/02_正本仕様/11_RenCrow_ToBe_統合実装仕様.md","RenCrow To-Be 統合実装仕様","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/11_RenCrow_ToBe_統合実装仕様.md","mixed","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","57c7e2116ab58fde7feb859c92bbe85dfdca5b7ad74a8dfd85f2417eca7526d5","2026-07-15"
"docs/02_正本仕様/12_CORE_機能台帳.md","CORE 機能台帳","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/12_CORE_機能台帳.md","mixed","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","f3f4bc7e81e9eea82833fd27e816ec6c7f96e3d6a9374452f292be0ab2a90734","2026-07-15"
"docs/03_記憶検索/01_ローカルファースト検索・記憶アーキテクチャ.md","ローカルファースト検索・記憶アーキテクチャ（構築判断資料）","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/03_記憶検索/01_ローカルファースト検索・記憶アーキテクチャ.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","8763cbb3501b55c090883b558011d9377d3e47943f3da2e8125766c60fd5a5e5","2026-07-15"
"docs/03_設計文書/LightMemory統合検討メモ_20260707.md","LightMemory 統合検討メモ","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/03_設計文書/LightMemory統合検討メモ_20260707.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","d36bdcaad322af88065b78119a69ba13044750abb0464da571a36a647b92c70f","2026-07-15"
"docs/04_構築指標/01_構築ロードマップ.md","構築ロードマップ","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/01_構築ロードマップ.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","8fd6e508dfa35ec85e25d7f4d1c0fd911bf6f9b8f851394082af4e9b88589e15","2026-07-15"
"docs/04_構築指標/02_受入基準・テスト観点.md","受入基準・テスト観点","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/02_受入基準・テスト観点.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","7dcf4e9220427953ea83af704554d1c1cca263ae207b8769c019d37957e30677","2026-07-15"
"docs/04_構築指標/03_Advisor_AgentProfile接続実装仕様.md","Advisor / AgentProfile 接続実装仕様","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/03_Advisor_AgentProfile接続実装仕様.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","8338d2b6f0bd99d65e8e3102c61b209eef520b156c7f4c9d3d7b78cfa140a552","2026-07-15"
"docs/04_構築指標/04_KnowledgeRelation接続実装仕様.md","Knowledge Relation 接続実装仕様","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/04_KnowledgeRelation接続実装仕様.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","8a4917996759373fca485450632f3a915284d314caf51fbc41ddf1a78c90043f","2026-07-15"
"docs/04_構築指標/05_EconomicObjective接続実装仕様.md","Economic Objective 接続実装仕様","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/05_EconomicObjective接続実装仕様.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","fe994bc975e946c92efb66e4c7814d3a8f7e23ef666c82e598f3085cb1669434","2026-07-15"
"docs/04_構築指標/06_ToBe_Ops表示実装仕様.md","To-Be Ops 表示実装仕様","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/06_ToBe_Ops表示実装仕様.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","e4d5a8b4defc32a842e6b846c6d3dd8c56c8bd8395e5501689ad2a9a9478a76d","2026-07-15"
"docs/05_運用/01_Win11_Setup.md","Win11 MCP Chrome セットアップ - クイックスタート","distill","candidate:operations-runbook","runbook","worker,coder","local_only","docs/05_運用/01_Win11_Setup.md","environment_sensitive","yes","再現可能な一般手順だけを抽出し、local情報を除去する","8523853b2c3df6a6c070fb554b01cd3fb1c4fad19642a65df522144983f7d6d5","2026-07-15"
"docs/05_運用/02_Codebase_Run_Summary.md","コードベース解析実行サマリー","distill","candidate:operations-runbook","runbook","worker,coder","local_only","docs/05_運用/02_Codebase_Run_Summary.md","environment_sensitive","yes","再現可能な一般手順だけを抽出し、local情報を除去する","3fe564f78191adeec2655aa851e4c0a36c2342df3e3ac34fb8df45aa2d6d7702","2026-07-15"
"docs/README.md","RenCrow ドキュメント正本入口","promote","spec:system-and-features","spec","chat,worker,coder","any","docs/README.md","current","yes","現行の利用者向け仕様へ再構成する主要情報源","df9303646156679093e73a4d4fc268325d816b12f7f5c6615b31c38259857205","2026-07-15"
"docs/adr/20260707_L番号体系のライフサイクル基準統一.md","L番号体系のライフサイクル基準統一","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/adr/20260707_L番号体系のライフサイクル基準統一.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","8def5d3e478dcb0b7275d53aabff46afdf01caa5173f10b8c7c46d64da98a1f9","2026-07-15"
"docs/adr/20260708_DuckDBのdarwin対応と起動デグラデーション.md","DuckDB の darwin 対応と起動デグラデーション","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/adr/20260708_DuckDBのdarwin対応と起動デグラデーション.md","mixed","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","091c138df468ab306242767264d79f58f879887462253f9f3b117bd7f62894ce","2026-07-15"
"docs/refs/01_正本仕様/02_設計原則.md","設計原則（§2）","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","5ab63b6082b76a4da24de4eab29370008f938e292dfcdfa1a93d608e19fa0fcc","2026-07-15"
"docs/refs/01_正本仕様/16_ComfyUI画像生成_正本仕様.md","ComfyUI 画像生成 正本仕様","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","1c77dd470e11792e9352af8cc514e07874d6af95009f6501cc0d4a6f02242ee3","2026-07-15"
"docs/refs/01_正本仕様/STT_正本仕様.md","STT 正本仕様","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","2c1445b98a902f5571aea53853eac59d8ad2d687b635e1462eed499be02d2592","2026-07-15"
"docs/refs/01_正本仕様/仕様.md","RenCrow システム統合仕様","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","846177f58cdc57442f2034cf015850d43b1453adf3c9001e1f7aae49cb900ef2","2026-07-15"
"docs/refs/01_正本仕様/実装仕様.md","RenCrow 実装仕様 v3.0 クリーンアーキテクチャ版","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","9f45ad80e055607a66d2827173c4df758b33c5d1627bbf1e3cace5a132611777","2026-07-15"
"docs/refs/03_設計文書/Chat_Worker_Coder_アーキテクチャ.md","Chat / Worker / Coder アーキテクチャ","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","b86b581ea0f06642f39c6b41e99dfb7df1a35ef8d73ab576ffbc3637d1166c7f","2026-07-15"
"docs/refs/03_設計文書/KB運用ガイド.md","Knowledge Base (KB) 運用ガイド","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","ab2710f5f5089aca7d1e0ebd63b04eb35ca0ceee0e24b65bafdacf4552733142","2026-07-15"
"docs/refs/03_設計文書/ログViewer仕様.md","ログViewer仕様","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","a90bcab7ce068c56425b92df56fadfe0431c71f63fdf8a56eac831c89cb4abc7","2026-07-15"
"docs/refs/03_設計文書/仕様.md","仕様（修正版）：RenCrow 後段ルーティング拡張（会話LLM単一窓口・システム分岐・推論/コードワーカー）","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","40fa8f9f8ae1e2eafcf8e1ae711982049ad6cbf318091233e61cb8a684bffdcb","2026-07-15"
"docs/refs/03_設計文書/仕様_エージェント構成.md","RenCraw 分散マルチエージェント構成仕様","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","daf2e12c8eccf1802bcf04cb55ac5355973d4cc6ae196fd0b14274a138202d51","2026-07-15"
"docs/refs/03_設計文書/会話LLM仕様_v1.0.md","会話LLM（Conversation-centric LLM）仕様 v1.0","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","1e0a1797a6d14780f16e1443a7a376235586fa7701d0c350f7db11fb158700ef","2026-07-15"
"docs/refs/03_設計文書/実装仕様_ログViewer_v1.md","実装仕様: ログViewer v1.0","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","205a69ee1d90a84eff68c3cb81c520c6b3a850ce444a031f70a969e7ba7c1e30","2026-07-15"
"docs/refs/03_設計文書/実装仕様_操作ログJSON保持_v1.md","実装仕様: 操作ログ JSON 保持 v1","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","bab56e2740c3548b75baecde898397cc973e159f49643de0c045f32af69277c6","2026-07-15"
"docs/refs/03_設計文書/拡張設計仕様.md","拡張設計仕様 v1.0","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","317cfc7da0a30511882d6a5e5882dde530b5efd9273e74c7858ee23ba343f96f","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/API利用者ガイド.md","RenCrow_LLM API 利用者ガイド","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","e0197d9e6f0c47cb0dd952760346f1659b7681fd47467d1492a299295607b569","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/CHAT_PERSONA設計.md","CHAT_PERSONA と PrimerMessage 設計書","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","ec8c9cb7b5e73464d08f01235a3a33b3040a93f7aeefaba1b4be0d1baff39b2e","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/Coder3_Claude_API仕様.md","Coder3_Claude_API仕様.md","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","e400fcf770a586707ff3fb4032dc37da367e16c443026d33e7bebf8210a5a7c6","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/LLM_Ollama常駐管理.md","Ollama（Windows常駐）× RenCrow（Ubuntu監視）構成設計書 v1.0","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","6f772188e97656770933ba6e0fe6b2ef4e482b9b4c5b6741a8c8ebd7cd213888","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/LLM_Worker_Spec_v1_0.md","Worker（作業船）仕様書 v1.0","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","01c6c0513322aa3e47658703bf0d235bf739f2d10c861f957e84e293990a1fb1","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/LLM_deepseek運用仕様.md","DeepSeek キャッシュ設計 仕様（Coding LLM向け）","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","8b27152d035ebf5a7de40071dcc8b9cd63c3534cdc328aa20e5bf6aca5bbb39e","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/LLM_ollama世代管理.md","Ollama「個性（人格）」の上書き運用：提案メモ（Mio/作業船）","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","277a04ab6f661cfe8f0791a2319cded79a11ca0605a8340d74b41c2d81f12270","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/LLM_分類整理.md","LLM関連ドキュメントの分類整理","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","5fedf75b421162a5c9e8d6da0c155ac06cf8b992bfb93eee93afe2ba95e73b5b","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/LLM_追加仕様.md","LLM_追加仕様.md","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","ebba52401e439cc2f55b16f70a4d2e98a634125456956e1c2ada93cd4693229d","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/LLM_追加実装仕様.md","LLM_追加実装仕様.md","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","af8f813cd0de6b594a7d02bc2351eec70ca8afde99e1784c93f6a4073f0d9215","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/Mio_キャラクター設定_v1.md","Mio キャラクター設定 v1","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","62448ce4947dd844e073f4bdf5d08d1360d3235358aa563978baa417d91097e7","2026-07-15"
"docs/refs/05_LLM運用プロンプト設計/コンテキスト収集_プロンプト構築アーキテクチャ.md","コンテキスト収集・プロンプト構築アーキテクチャ","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","b58e9801bcbd0adc01a51f4dec0f05bf400372e5874f6551aa1d086183c70111","2026-07-15"
"docs/refs/07_IdleChat仕様/IdleChat_Topic_Generator_Judge詳細仕様.md","IdleChat Topic Generator / Interestingness Judge 詳細仕様","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","1218517ee7dd2470924ade4396e373f2d25d361cd2879955488426c459335e91","2026-07-15"
"docs/refs/07_IdleChat仕様/IdleChat仕様.md","IdleChat 仕様書","distill","candidate:legacy-spec-review","spec","worker,coder","local_only","","historical_or_uncertain","yes","現行仕様とcodeで再検証した要点だけを採用候補にする","8f77d5ca44d0bc329ffa3617dd9c1b384c359cdc411363f99c757b52585601d4","2026-07-15"
