"source_path","title","document_class","main_action","knowledge_action","knowledge_target","knowledge_type","knowledge_roles","provider_scope","canonical_source","current_status","superseded_by","contains_local_metadata","requires_manual_review","reason","source_state","content_hash","bytes","reviewed_at"
"docs/02_正本仕様/01_仕様.md","RenCrow 現行仕様","public_spec_source","rewrite","promote","spec:system-and-features","spec","chat,worker,coder","any","docs/02_正本仕様/01_仕様.md","current","","no","yes","現行の利用者向け仕様へ再構成する主要情報源","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","3a8ddf6501fefa84253eddf02910fe04e2a50352d6b6795c1e5eb7e3f7dd9be3","1888","2026-07-15"
"docs/02_正本仕様/01_仕様/01_全体構成・役割.md","現行仕様: 全体構成・役割","public_spec_source","rewrite","promote","spec:system-and-features","spec","chat,worker,coder","any","docs/02_正本仕様/01_仕様/01_全体構成・役割.md","current","","yes","yes","現行の利用者向け仕様へ再構成する主要情報源","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","7db5c09f0473f83268ce7a73fb7c95fb7dda2d9e692be33ad00adc8200ebb6ea","16723","2026-07-15"
"docs/02_正本仕様/01_仕様/02_ルーティング・出力契約.md","現行仕様: ルーティング・出力契約","public_spec_source","rewrite","promote","spec:system-and-features","spec","chat,worker,coder","any","docs/02_正本仕様/01_仕様/02_ルーティング・出力契約.md","current","","no","yes","現行の利用者向け仕様へ再構成する主要情報源","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","7dde14ac9d3a26ebc1f518e1d6ec3927006167ad16873705f2b23ebb96f66d34","3877","2026-07-15"
"docs/02_正本仕様/01_仕様/03_表示・安全・状態管理.md","現行仕様: 表示・安全・状態管理","public_spec_source","rewrite","promote","spec:system-and-features","spec","chat,worker,coder","any","docs/02_正本仕様/01_仕様/03_表示・安全・状態管理.md","current","","no","yes","現行の利用者向け仕様へ再構成する主要情報源","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","666ee3aa9c9bfa7c746ddf69c5e95844a0397f718f1da8e0b4251dd87fb332f1","4004","2026-07-15"
"docs/02_正本仕様/01_仕様/04_LLM運用・拡張性.md","現行仕様: LLM運用・拡張性","public_spec_source","rewrite","promote","spec:system-and-features","spec","chat,worker,coder","any","docs/02_正本仕様/01_仕様/04_LLM運用・拡張性.md","current","","no","yes","現行の利用者向け仕様へ再構成する主要情報源","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","d89960aa1efab109cbbaa575748232eb2249aefb0807e6550067d27e5b325e25","1304","2026-07-15"
"docs/02_正本仕様/02_実装仕様.md","RenCrow 統合実装仕様","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","d5ef0d7388d089611e40680dde3fc4c8197231f7f760cd67f4ac0dfcc3afb0e1","2594","2026-07-15"
"docs/02_正本仕様/02_実装仕様/01_エージェント・責務境界.md","統合実装仕様: エージェント・責務境界","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/01_エージェント・責務境界.md","mixed","","yes","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","2e23cf8a997dee6d8e9ac80510d6dc886a15870fc097c6ad01e5a4e1061c2086","26687","2026-07-15"
"docs/02_正本仕様/02_実装仕様/02_ルーティング・ループ制御.md","統合実装仕様: ルーティング・ループ制御","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/02_ルーティング・ループ制御.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","e043641652afd3a1a7166bbcdc7ef8a432471039f0c6bd235cee4dca5e3624c7","3631","2026-07-15"
"docs/02_正本仕様/02_実装仕様/03_IO・Worker契約.md","統合実装仕様: I/O・Worker契約","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/03_IO・Worker契約.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","33a5aa8f870b6a4ddb91e87b819491551427e1c33136fa4f9c12259807be546d","4696","2026-07-15"
"docs/02_正本仕様/02_実装仕様/04_安全・ログ・Prompt・状態管理.md","統合実装仕様: 安全・ログ・Prompt・状態管理","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/04_安全・ログ・Prompt・状態管理.md","mixed","","yes","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","d925ffdadc2357317249675e275f25bfd1b0262b360a05e53a44c9a31307f875","6836","2026-07-15"
"docs/02_正本仕様/02_実装仕様/05_Heartbeat・合議制.md","統合実装仕様: Heartbeat・合議制","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/05_Heartbeat・合議制.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","de1b00d0a58da39b5f9cfacdee59d449afc20065279a27d95996d53019f13f5a","3429","2026-07-15"
"docs/02_正本仕様/02_実装仕様/06_参照・実装状況.md","統合実装仕様: 参照・実装状況","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/06_参照・実装状況.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","41a4bf888f59acd91475d05a290dfd9ddc1e1b8c323137a7e31c2712c7e9bfdc","10204","2026-07-15"
"docs/02_正本仕様/02_実装仕様/07_Memory_Lifecycle・Recall_Context.md","Memory Lifecycle・Recall Context 実装契約","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/07_Memory_Lifecycle・Recall_Context.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","7d7c6aa94478e08b4ff8f7acd35bc0714ef353e6c5dddcd16f451e5cd0c0a670","4355","2026-07-15"
"docs/02_正本仕様/02_実装仕様/08_TTS・Viewer同期契約.md","TTS・Viewer同期実装契約","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/08_TTS・Viewer同期契約.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","a45183652f8cc68f5fd70ea2dd4233a723bba802dda54bcd3b9eeb0a8bf70836","3675","2026-07-15"
"docs/02_正本仕様/02_実装仕様/09_Viewer_API・表示契約.md","Viewer API・表示実装契約","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/02_実装仕様/09_Viewer_API・表示契約.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","672eaf326ff5f89a961ec71b44d28e315fd8f4b5e5933df0fd619473f60b72a5","4101","2026-07-15"
"docs/02_正本仕様/03_Runtime_Config.md","RenCrow Runtime Config","public_spec_source","rewrite","promote","spec:runtime-config","spec","chat,worker,coder","any","docs/02_正本仕様/03_Runtime_Config.md","current","","yes","yes","local pathとprivate topologyを除き、公開設定仕様へ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","da0dc7584ba92067cf34a7e00366b3381ce25414a90d51fdccd5d03d28a2fbdd","11567","2026-07-15"
"docs/02_正本仕様/04_IdleChat.md","04_IdleChat.md","public_spec_source","rewrite","promote","spec:idlechat","spec","chat,worker,coder","any","docs/02_正本仕様/04_IdleChat.md","current","","no","yes","利用者向け挙動だけを公開機能仕様へ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","25425c2da57fa3082959ce280549fb3de69e212c4f61d2992a7a68056112238c","28781","2026-07-15"
"docs/02_正本仕様/05_RenCrow_CORE_Ver0.80_モジュール構成仕様.md","RenCrow_CORE Ver0.80 モジュール構成仕様","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/05_RenCrow_CORE_Ver0.80_モジュール構成仕様.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","502eb354e37b663d08e0241d38bde4daeb37e799c28e2be7c54a4ee472b22437","22038","2026-07-15"
"docs/02_正本仕様/06_RenCrow_CORE_Ver0.80_モジュール化実装仕様.md","RenCrow_CORE Ver0.80 モジュール化実装仕様","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/06_RenCrow_CORE_Ver0.80_モジュール化実装仕様.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","977d289ed4755fde1f2ef01911b879acbbb3fad489b2c50b65661d5d4a2db421","28186","2026-07-15"
"docs/02_正本仕様/07_RenCrow_CORE_Ver0.80_組み換え実装作業資料.md","RenCrow_CORE Ver0.80 組み換え実装作業資料","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/07_RenCrow_CORE_Ver0.80_組み換え実装作業資料.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","42d9772238627156bafa465186f55650b4686e79df842f5d9ee50440bbc9ecfc","18612","2026-07-15"
"docs/02_正本仕様/08_RenCrow_CORE_Ver0.80_Public_Repo起点化仕様.md","RenCrow_CORE Ver0.80 Public Repo 起点化仕様","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/08_RenCrow_CORE_Ver0.80_Public_Repo起点化仕様.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","db6453b3d1fe4136a9532f49e35154ae8caddf8489888acdabc99d511c4b42a5","10043","2026-07-15"
"docs/02_正本仕様/09_Game_Bridge_Observer_API.md","Game Bridge Observer API 仕様 v0.1","public_api_source","rewrite","promote","spec:public-api","spec","chat,worker,coder","any","docs/02_正本仕様/09_Game_Bridge_Observer_API.md","current","","yes","yes","絶対pathを除きPublic API契約へ統合する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","1d82814fe6c9dc434660b1519ab67726542efcb25ad98277bad2d1dfa897e469","5696","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様.md","RenCrow To-Be 統合仕様","public_roadmap_source","rewrite","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様.md","current_target","","no","yes","実装済みと構想を分離してPublic roadmapへ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","8591408d459b4a7c75fe7761f9d033231dae4b7022a2a937ffe29e883374719f","2392","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/01_全体像・CORE責務.md","To-Be: 全体像・CORE責務","public_roadmap_source","rewrite","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/01_全体像・CORE責務.md","current_target","","no","yes","実装済みと構想を分離してPublic roadmapへ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","241519a37836d84cbe7f1facde2ccc4d403e0e83877730d14d55029ff192754a","6614","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/02_Agent_Profile・Autonomy.md","To-Be: Agent Profile・Autonomy","public_roadmap_source","rewrite","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/02_Agent_Profile・Autonomy.md","current_target","","no","yes","実装済みと構想を分離してPublic roadmapへ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","174a641fb6ca1b2bdc0aa2af88ff73dd7702235dbcab7797ea81e2622dfdcf55","2460","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/03_Advisor_Layer.md","To-Be: Advisor Layer","public_roadmap_source","rewrite","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/03_Advisor_Layer.md","current_target","","no","yes","実装済みと構想を分離してPublic roadmapへ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","4ad450b8ce00325313028d6bac73574cad697cab2bac3bcab7bd9e2c31998f1a","3944","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/04_Knowledge_Relation・Recall.md","To-Be: Knowledge Relation・Recall","public_roadmap_source","rewrite","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/04_Knowledge_Relation・Recall.md","current_target","","no","yes","実装済みと構想を分離してPublic roadmapへ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","437eeb859b0d4489de35693b67c1510deff57466cd10f2aea4f4032d1723ac8f","4038","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/05_Economic_Objective・Revenue.md","To-Be: Economic Objective・Revenue","public_roadmap_source","rewrite","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/05_Economic_Objective・Revenue.md","current_target","","no","yes","実装済みと構想を分離してPublic roadmapへ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","c463611302c1ca0b5fe4d3769f35b166f4563d36d03e043982099c2cdd8a0bf9","3247","2026-07-15"
"docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/06_GPT_OSS・Runtime_Flow.md","To-Be: GPT-OSS・Runtime Flow","public_roadmap_source","rewrite","distill","spec:roadmap","spec","chat,worker,coder","any","docs/02_正本仕様/10_RenCrow_ToBe_統合仕様/06_GPT_OSS・Runtime_Flow.md","current_target","","no","yes","実装済みと構想を分離してPublic roadmapへ再構成する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","1407253afd6f54356eaea70b35ba36689c57749bba123d5d9ea22e00fea1f8b5","2183","2026-07-15"
"docs/02_正本仕様/11_RenCrow_ToBe_統合実装仕様.md","RenCrow To-Be 統合実装仕様","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/11_RenCrow_ToBe_統合実装仕様.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","57c7e2116ab58fde7feb859c92bbe85dfdca5b7ad74a8dfd85f2417eca7526d5","13461","2026-07-15"
"docs/02_正本仕様/12_CORE_機能台帳.md","CORE 機能台帳","implementation_spec","remove","distill","candidate:implementation-invariants","spec","worker,coder","local_only","docs/02_正本仕様/12_CORE_機能台帳.md","mixed","","no","yes","Mainから外し、不変条件と責務境界だけを再検証して蒸留する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","f3f4bc7e81e9eea82833fd27e816ec6c7f96e3d6a9374452f292be0ab2a90734","15327","2026-07-15"
"docs/03_記憶検索/01_ローカルファースト検索・記憶アーキテクチャ.md","ローカルファースト検索・記憶アーキテクチャ（構築判断資料）","design_and_acceptance","remove","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/03_記憶検索/01_ローカルファースト検索・記憶アーキテクチャ.md","mixed","","no","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","8763cbb3501b55c090883b558011d9377d3e47943f3da2e8125766c60fd5a5e5","5058","2026-07-15"
"docs/03_設計文書/LightMemory統合検討メモ_20260707.md","LightMemory 統合検討メモ","design_and_acceptance","remove","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/03_設計文書/LightMemory統合検討メモ_20260707.md","mixed","","no","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","d36bdcaad322af88065b78119a69ba13044750abb0464da571a36a647b92c70f","19064","2026-07-15"
"docs/04_構築指標/01_構築ロードマップ.md","構築ロードマップ","design_and_acceptance","remove","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/01_構築ロードマップ.md","mixed","","no","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","8fd6e508dfa35ec85e25d7f4d1c0fd911bf6f9b8f851394082af4e9b88589e15","3924","2026-07-15"
"docs/04_構築指標/02_受入基準・テスト観点.md","受入基準・テスト観点","design_and_acceptance","remove","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/02_受入基準・テスト観点.md","mixed","","no","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","7dcf4e9220427953ea83af704554d1c1cca263ae207b8769c019d37957e30677","3968","2026-07-15"
"docs/04_構築指標/03_Advisor_AgentProfile接続実装仕様.md","Advisor / AgentProfile 接続実装仕様","design_and_acceptance","remove","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/03_Advisor_AgentProfile接続実装仕様.md","mixed","","no","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","8338d2b6f0bd99d65e8e3102c61b209eef520b156c7f4c9d3d7b78cfa140a552","12303","2026-07-15"
"docs/04_構築指標/04_KnowledgeRelation接続実装仕様.md","Knowledge Relation 接続実装仕様","design_and_acceptance","remove","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/04_KnowledgeRelation接続実装仕様.md","mixed","","no","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","8a4917996759373fca485450632f3a915284d314caf51fbc41ddf1a78c90043f","9037","2026-07-15"
"docs/04_構築指標/05_EconomicObjective接続実装仕様.md","Economic Objective 接続実装仕様","design_and_acceptance","remove","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/05_EconomicObjective接続実装仕様.md","mixed","","no","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","fe994bc975e946c92efb66e4c7814d3a8f7e23ef666c82e598f3085cb1669434","8856","2026-07-15"
"docs/04_構築指標/06_ToBe_Ops表示実装仕様.md","To-Be Ops 表示実装仕様","design_and_acceptance","remove","distill","candidate:design-decisions","spec","worker,coder","local_only","docs/04_構築指標/06_ToBe_Ops表示実装仕様.md","mixed","","no","yes","設計判断、acceptance、ADRの要点だけをKnowledge候補にする","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","e4d5a8b4defc32a842e6b846c6d3dd8c56c8bd8395e5501689ad2a9a9478a76d","7338","2026-07-15"
"docs/05_運用/01_Win11_Setup.md","Win11 MCP Chrome セットアップ - クイックスタート","operations","remove","distill","candidate:operations-runbook","runbook","worker,coder","local_only","docs/05_運用/01_Win11_Setup.md","environment_sensitive","","yes","yes","再現可能な一般手順だけを抽出し、local情報を除去する","origin/main@21929006dee7176327de00fc4b0b868d13832537+docs-snapshot-20260715","8523853b2c3df6a6c070fb554b01cd3fb1c4fad19642a65df522144983f7d6d5","5286","2026-07-15"
